web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,image,item_page_title,item_page_link,currency,Currency,category,product_name,group_type,Trip_3_Pickup,tour_type,duration,price_per_person_discounted,description,Trip_4_Activity,description_preview,total_price_for_one_adult,price_breakdown,Trip_1_Price_Breakdown,Tour_Price,price_per_person_original,image_1,text_18,text_19,text_20,text_21,text_22,text_23,text_24
"1772894178-1","https://www.taxiairport.lk/day-trips","Polonnaruwa Ancient City Tour with Minneriya Elephant Safari","From $ 37.31Per Person","3 hours","adventure","From $ 41.56","Per Person","Pickup available","Small Groups","https://www.taxiairport.lk/_next/image?url=%2FDayTrips%2Fminneriya.jpg&w=3840&q=75","adventurePolonnaruwa Ancient City Tour with Minneriya Elephant Safari3 hoursPickup availableSmall GroupsFrom $ 41.56From $ 37.31Per Person","https://www.taxiairport.lk/day-trips/Polonnaruwa%20Ancient%20City%20Tour%20with%20Minneriya%20Elephant%20Safari?type=adventure&minduration=3&maxduration=null&initialPrice=41.56&discountedPrice=37.31&tags=Pickup%20available,Small%20Groups&img=/DayTrips/minneriya.jpg&experience=%5B%5D","CurrencyUSD-$LKR-RsUSD-$GBP-£EUR-€INR-₹","USD","Day Trip","Polonnaruwa Ancient City Tour with Minneriya Elephant Safari","Pickup availableSmall Groups","Pickup available","adventure","3hours","$ 37.31","DescriptionBelow are the locations for your day trip1.Royal Palace Complex2.Gal Vihara3.sacred Quadrangle4.Minneriya National ParkBegin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.Our experienced guides will lead you through this open-air museum, regaling you with tales of kings and kingdoms. You'll visit the Royal Palace, where royalty once resided, the awe-inspiring Gal Vihara with its colossal Buddha statues, and the sacred Quadrangle, a spiritual center rich in history. Along the way, you'll gain a deep understanding of the art, architecture, and cultural heritage that define PolonnaruwaAfter immersing yourself in the historical wonders of Polonnaruwa, it's time for an exhilarating wildlife adventure. The Minneriya National Park, just a short drive away, promises an unforgettable Minneriya Elephant Safari. This park is renowned for its incredible gatherings of elephants, often called 'The Gathering,' where herds of these magnificent creatures come together to graze, socialize, and play.Your journey into the wild begins as you board a sturdy 4x4 safari jeep, accompanied by our experienced naturalists. They'll share their deep knowledge of the park's ecosystem and its inhabitants, ensuring you witness the awe-inspiring spectacle of Sri Lankan elephants in their natural habitat. As you watch these gentle giants up close, you'll gain a newfound appreciation for their beauty and grace.Show More","DescriptionBelow are the locations for your day trip1.Royal Palace Complex2.Gal Vihara3.sacred Quadrangle4.Minneriya National ParkBegin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.Our experienced guides will lead you through this open-air museum, regaling you with tales of kings and kingdoms. You'll visit the Royal Palace, where royalty once resided, the awe-inspiring Gal Vihara with its colossal Buddha statues, and the sacred Quadrangle, a spiritual center rich in history. Along the way, you'll gain a deep understanding of the art, architecture, and cultural heritage that define PolonnaruwaAfter immersing yourself in the historical wonders of Polonnaruwa, it's time for an exhilarating wildlife adventure. The Minneriya National Park, just a short drive away, promises an unforgettable Minneriya Elephant Safari. This park is renowned for its incredible gatherings of elephants, often called 'The Gathering,' where herds of these magnificent creatures come together to graze, socialize, and play.Your journey into the wild begins as you board a sturdy 4x4 safari jeep, accompanied by our experienced naturalists. They'll share their deep knowledge of the park's ecosystem and its inhabitants, ensuring you witness the awe-inspiring spectacle of Sri Lankan elephants in their natural habitat. As you watch these gentle giants up close, you'll gain a newfound appreciation for their beauty and grace.Show MoreIncludeHotel pickup and drop-offTransport by Private JeepGuided only within the National ParkRefreshing beveragesBottled water during the tourPolonnaruwa ruins guide (+20£)ExcludeNational park entrance feesPolonnaruwa city entrance feesLunchNot Suitable For - [ People with ]Back problemsInsect allergiesColdKidney problemsRecent surgeriesMotion sicknessAnimal allergiesPregnant womenWheelchair userNot AllowedPetsExplosive substancesNudityFireworksAlcohol and drugsDronesGlass objectDrinks in the vehicleMaking noiseAlcoholic drinks in the vehicleTouching/Feeding animals","Below are the locations for your day trip1.Royal Palace Complex2.Gal Vihara3.sacred Quadrangle4.Minneriya National ParkBegin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.Our experienced guides will lead you through this open-air museum, regaling you with tales of kings and kingdoms. You'll visit the Royal Palace, where royalty once resided, the awe-inspiring Gal Vihara with its colossal Buddha statues, and the sacred Quadrangle, a spiritual center rich in history. Along the way, you'll gain a deep understanding of the art, architecture, and cultural heritage that define PolonnaruwaAfter immersing yourself in the historical wonders of Polonnaruwa, it's time for an exhilarating wildlife adventure. The Minneriya National Park, just a short drive away, promises an unforgettable Minneriya Elephant Safari. This park is renowned for its incredible gatherings of elephants, often called 'The Gathering,' where herds of these magnificent creatures come together to graze, socialize, and play.Your journey into the wild begins as you board a sturdy 4x4 safari jeep, accompanied by our experienced naturalists. They'll share their deep knowledge of the park's ecosystem and its inhabitants, ensuring you witness the awe-inspiring spectacle of Sri Lankan elephants in their natural habitat. As you watch these gentle giants up close, you'll gain a newfound appreciation for their beauty and grace.","$ 74.62","Adult 1 x $ 74.62","Adult 1 x $ 74.62$ 74.62","Tour Price $ 74.62Price Breakdown Adult 1 x $ 74.62$ 74.62","$ 41.56","https://www.taxiairport.lk/_next/image?url=%2FDayTrips%2Fminneriya.jpg&w=3840&q=75","Hotel pickup and drop-off

Transport by Private Jeep

Guided only within the National Park

Refreshing beverages

Bottled water during the tour

Polonnaruwa ruins guide (+20£)

National park entrance fees

Polonnaruwa city entrance fees

Lunch

Back problems

Insect allergies

Cold

Kidney problems

Recent surgeries

Motion sickness

Animal allergies

Pregnant women

Wheelchair user

Pets

Explosive substances

Nudity

Fireworks

Alcohol and drugs

Drones

Glass object

Drinks in the vehicle

Making noise

Alcoholic drinks in the vehicle

Touching/Feeding animals","1.

Royal Palace Complex

2.

Gal Vihara

3.

sacred Quadrangle

4.

Minneriya National Park

Hotel pickup and drop-off

Transport by Private Jeep

Guided only within the National Park

Refreshing beverages

Bottled water during the tour

Polonnaruwa ruins guide (+20£)

National park entrance fees

Polonnaruwa city entrance fees

Lunch

Back problems

Insect allergies

Cold

Kidney problems

Recent surgeries

Motion sickness

Animal allergies

Pregnant women

Wheelchair user

Pets

Explosive substances

Nudity

Fireworks

Alcohol and drugs

Drones

Glass object

Drinks in the vehicle

Making noise

Alcoholic drinks in the vehicle

Touching/Feeding animals","Royal Palace Complex

Gal Vihara

sacred Quadrangle

Minneriya National Park","Begin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.","Below are the locations for your day trip

Include

Exclude

Not Suitable For - [ People with ]

Not Allowed","Description",""
"1772894181-2","https://www.taxiairport.lk/day-trips","Polonnaruwa Ancient City Tour with Minneriya Elephant Safari","From $ 80.72Per Person","8 hours","private tour","","Per Person","Pickup available","Small Groups","https://www.taxiairport.lk/_next/image?url=%2FDayTrips%2Fpolonnaruwa3.jpg&w=3840&q=75","private tourPolonnaruwa Ancient City Tour with Minneriya Elephant Safari8 hoursPickup availableSmall GroupsFrom $ 80.72Per Person","https://www.taxiairport.lk/day-trips/Polonnaruwa%20Ancient%20City%20Tour%20with%20Minneriya%20Elephant%20Safari?type=private%20tour&minduration=8&maxduration=null&initialPrice=null&discountedPrice=80.72&tags=Pickup%20available,Small%20Groups&img=/DayTrips/polonnaruwa3.jpg&experience=%5B%5D","CurrencyUSD-$LKR-RsUSD-$GBP-£EUR-€INR-₹","USD","Day Trip","Polonnaruwa Ancient City Tour with Minneriya Elephant Safari","Pickup availableSmall Groups","Pickup available","private tour","8hours","$ 80.72","DescriptionBelow are the locations for your day trip1.Royal Palace Complex2.Gal Vihara3.sacred Quadrangle4.Minneriya National ParkBegin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.Our experienced guides will lead you through this open-air museum, regaling you with tales of kings and kingdoms. You'll visit the Royal Palace, where royalty once resided, the awe-inspiring Gal Vihara with its colossal Buddha statues, and the sacred Quadrangle, a spiritual center rich in history. Along the way, you'll gain a deep understanding of the art, architecture, and cultural heritage that define PolonnaruwaAfter immersing yourself in the historical wonders of Polonnaruwa, it's time for an exhilarating wildlife adventure. The Minneriya National Park, just a short drive away, promises an unforgettable Minneriya Elephant Safari. This park is renowned for its incredible gatherings of elephants, often called 'The Gathering,' where herds of these magnificent creatures come together to graze, socialize, and play.Your journey into the wild begins as you board a sturdy 4x4 safari jeep, accompanied by our experienced naturalists. They'll share their deep knowledge of the park's ecosystem and its inhabitants, ensuring you witness the awe-inspiring spectacle of Sri Lankan elephants in their natural habitat. As you watch these gentle giants up close, you'll gain a newfound appreciation for their beauty and grace.Show More","DescriptionBelow are the locations for your day trip1.Royal Palace Complex2.Gal Vihara3.sacred Quadrangle4.Minneriya National ParkBegin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.Our experienced guides will lead you through this open-air museum, regaling you with tales of kings and kingdoms. You'll visit the Royal Palace, where royalty once resided, the awe-inspiring Gal Vihara with its colossal Buddha statues, and the sacred Quadrangle, a spiritual center rich in history. Along the way, you'll gain a deep understanding of the art, architecture, and cultural heritage that define PolonnaruwaAfter immersing yourself in the historical wonders of Polonnaruwa, it's time for an exhilarating wildlife adventure. The Minneriya National Park, just a short drive away, promises an unforgettable Minneriya Elephant Safari. This park is renowned for its incredible gatherings of elephants, often called 'The Gathering,' where herds of these magnificent creatures come together to graze, socialize, and play.Your journey into the wild begins as you board a sturdy 4x4 safari jeep, accompanied by our experienced naturalists. They'll share their deep knowledge of the park's ecosystem and its inhabitants, ensuring you witness the awe-inspiring spectacle of Sri Lankan elephants in their natural habitat. As you watch these gentle giants up close, you'll gain a newfound appreciation for their beauty and grace.Show MoreIncludeHotel pickup and drop-offTransport by Private JeepGuided only within the National ParkRefreshing beveragesBottled water during the tourPolonnaruwa ruins guide (+20£)ExcludeNational park entrance feesPolonnaruwa city entrance feesLunchNot Suitable For - [ People with ]Back problemsInsect allergiesColdKidney problemsRecent surgeriesMotion sicknessAnimal allergiesPregnant womenWheelchair userNot AllowedPetsExplosive substancesNudityFireworksAlcohol and drugsDronesGlass objectDrinks in the vehicleMaking noiseAlcoholic drinks in the vehicleTouching/Feeding animals","Below are the locations for your day trip1.Royal Palace Complex2.Gal Vihara3.sacred Quadrangle4.Minneriya National ParkBegin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.Our experienced guides will lead you through this open-air museum, regaling you with tales of kings and kingdoms. You'll visit the Royal Palace, where royalty once resided, the awe-inspiring Gal Vihara with its colossal Buddha statues, and the sacred Quadrangle, a spiritual center rich in history. Along the way, you'll gain a deep understanding of the art, architecture, and cultural heritage that define PolonnaruwaAfter immersing yourself in the historical wonders of Polonnaruwa, it's time for an exhilarating wildlife adventure. The Minneriya National Park, just a short drive away, promises an unforgettable Minneriya Elephant Safari. This park is renowned for its incredible gatherings of elephants, often called 'The Gathering,' where herds of these magnificent creatures come together to graze, socialize, and play.Your journey into the wild begins as you board a sturdy 4x4 safari jeep, accompanied by our experienced naturalists. They'll share their deep knowledge of the park's ecosystem and its inhabitants, ensuring you witness the awe-inspiring spectacle of Sri Lankan elephants in their natural habitat. As you watch these gentle giants up close, you'll gain a newfound appreciation for their beauty and grace.","$ 161.44","Adult 1 x $ 161.44","Adult 1 x $ 161.44$ 161.44","Tour Price $ 161.44Price Breakdown Adult 1 x $ 161.44$ 161.44","","https://www.taxiairport.lk/_next/image?url=%2FDayTrips%2Fpolonnaruwa3.jpg&w=3840&q=75","Hotel pickup and drop-off

Transport by Private Jeep

Guided only within the National Park

Refreshing beverages

Bottled water during the tour

Polonnaruwa ruins guide (+20£)

National park entrance fees

Polonnaruwa city entrance fees

Lunch

Back problems

Insect allergies

Cold

Kidney problems

Recent surgeries

Motion sickness

Animal allergies

Pregnant women

Wheelchair user

Pets

Explosive substances

Nudity

Fireworks

Alcohol and drugs

Drones

Glass object

Drinks in the vehicle

Making noise

Alcoholic drinks in the vehicle

Touching/Feeding animals","1.

Royal Palace Complex

2.

Gal Vihara

3.

sacred Quadrangle

4.

Minneriya National Park

Hotel pickup and drop-off

Transport by Private Jeep

Guided only within the National Park

Refreshing beverages

Bottled water during the tour

Polonnaruwa ruins guide (+20£)

National park entrance fees

Polonnaruwa city entrance fees

Lunch

Back problems

Insect allergies

Cold

Kidney problems

Recent surgeries

Motion sickness

Animal allergies

Pregnant women

Wheelchair user

Pets

Explosive substances

Nudity

Fireworks

Alcohol and drugs

Drones

Glass object

Drinks in the vehicle

Making noise

Alcoholic drinks in the vehicle

Touching/Feeding animals","Royal Palace Complex

Gal Vihara

sacred Quadrangle

Minneriya National Park","Begin your adventure in Polonnaruwa, a UNESCO World Heritage Site celebrated for its rich history and archaeological marvels. As you step onto its hallowed ground, you'll be transported back in time to the days of ancient Sri Lankan kingdoms. Roam among the ancient ruins, intricately carved stone sculptures, and remarkably preserved monuments that bear witness to the island's glorious past.","Below are the locations for your day trip

Include

Exclude

Not Suitable For - [ People with ]

Not Allowed","Description",""
"1772894184-3","https://www.taxiairport.lk/day-trips","From Sigiriya : Polonnaruwa Ancient City Tour | Day Tour","From $ 46.67Per Person","5 - 8 hours","private tour","","Per Person","Pickup available","Small Groups","https://www.taxiairport.lk/_next/image?url=%2FDayTrips%2Fpolonnaruwa2.jpg&w=3840&q=75","private tourFrom Sigiriya : Polonnaruwa Ancient City Tour | Day Tour5 - 8 hoursPickup availableSmall GroupsFrom $ 46.67Per Person","https://www.taxiairport.lk/day-trips/From%20Sigiriya%20:%20Polonnaruwa%20Ancient%20City%20Tour%20%7C%20Day%20Tour?type=private%20tour&minduration=5&maxduration=8&initialPrice=null&discountedPrice=46.67&tags=Pickup%20available,Small%20Groups&img=/DayTrips/polonnaruwa2.jpg&experience=%5B%5D","CurrencyUSD-$LKR-RsUSD-$GBP-£EUR-€INR-₹","USD","Day Trip","From Sigiriya : Polonnaruwa Ancient City Tour | Day Tour","Pickup availableSmall Groups","Pickup available","private tour","5 -  8hours","$ 46.67","DescriptionBelow are the locations for your day trip1.Gal Vihara2.Royal Palace Complex3.Parakrama Samudra4.Polonnaruwa Vatadage5.Lotus PondWelcome to Polonnaruwa, where history comes alive! Step into the past as you explore ancient ruins, temples, and palaces that once served as royal residences. This tour is like a trip back in time, offering a glimpse into the rich cultural heritage of Sri Lanka. Marvel at top attractions like Gal Vihara with its incredible rock-carved Buddhas, the Royal Palace Complex that makes you feel like royalty, the vast Parakrama Samudra reservoir, the intricately carved Polonnaruwa Vatadage, and the historic Lotus Pond.Enjoy your day in Polonnaruwa with ease as we handle all the details for you. Dress comfortably, stay hydrated, and immerse yourself in the experience. Keep an eye out for monkeys and birds that inhabit the area, adding a touch of nature to your historical journey. Don't forget to snap some photos to capture the memories of your adventure. Join us on a Polonnaruwa city tour to witness Sri Lanka's history and culture firsthand, making memories that will last a lifetime!Show More","DescriptionBelow are the locations for your day trip1.Gal Vihara2.Royal Palace Complex3.Parakrama Samudra4.Polonnaruwa Vatadage5.Lotus PondWelcome to Polonnaruwa, where history comes alive! Step into the past as you explore ancient ruins, temples, and palaces that once served as royal residences. This tour is like a trip back in time, offering a glimpse into the rich cultural heritage of Sri Lanka. Marvel at top attractions like Gal Vihara with its incredible rock-carved Buddhas, the Royal Palace Complex that makes you feel like royalty, the vast Parakrama Samudra reservoir, the intricately carved Polonnaruwa Vatadage, and the historic Lotus Pond.Enjoy your day in Polonnaruwa with ease as we handle all the details for you. Dress comfortably, stay hydrated, and immerse yourself in the experience. Keep an eye out for monkeys and birds that inhabit the area, adding a touch of nature to your historical journey. Don't forget to snap some photos to capture the memories of your adventure. Join us on a Polonnaruwa city tour to witness Sri Lanka's history and culture firsthand, making memories that will last a lifetime!Show MoreIncludeHotel pickup and drop-offEnglish Speaking DriverWater bottleOPTIONS - Ruins Guide (20£) Extra PaySafari JeepExcludeLunchEntrance feesNot Suitable For - [ People with ]Back problemsInsect allergiesColdKidney problemsRecent surgeriesMotion sicknessAnimal allergiesPregnant womenWheelchair userNot AllowedPetsExplosive substancesNudityFireworksAlcohol and drugsDronesGlass objectDrinks in the vehicleMaking noiseAlcoholic drinks in the vehicleTouching/Feeding animals","Below are the locations for your day trip1.Gal Vihara2.Royal Palace Complex3.Parakrama Samudra4.Polonnaruwa Vatadage5.Lotus PondWelcome to Polonnaruwa, where history comes alive! Step into the past as you explore ancient ruins, temples, and palaces that once served as royal residences. This tour is like a trip back in time, offering a glimpse into the rich cultural heritage of Sri Lanka. Marvel at top attractions like Gal Vihara with its incredible rock-carved Buddhas, the Royal Palace Complex that makes you feel like royalty, the vast Parakrama Samudra reservoir, the intricately carved Polonnaruwa Vatadage, and the historic Lotus Pond.Enjoy your day in Polonnaruwa with ease as we handle all the details for you. Dress comfortably, stay hydrated, and immerse yourself in the experience. Keep an eye out for monkeys and birds that inhabit the area, adding a touch of nature to your historical journey. Don't forget to snap some photos to capture the memories of your adventure. Join us on a Polonnaruwa city tour to witness Sri Lanka's history and culture firsthand, making memories that will last a lifetime!","$ 93.34","Adult 1 x $ 93.34","Adult 1 x $ 93.34$ 93.34","Tour Price $ 93.34Price Breakdown Adult 1 x $ 93.34$ 93.34","","https://www.taxiairport.lk/_next/image?url=%2FDayTrips%2Fpolonnaruwa2.jpg&w=3840&q=75","Hotel pickup and drop-off

English Speaking Driver

Water bottle

OPTIONS - Ruins Guide (20£) Extra Pay

Safari Jeep

Lunch

Entrance fees

Back problems

Insect allergies

Cold

Kidney problems

Recent surgeries

Motion sickness

Animal allergies

Pregnant women

Wheelchair user

Pets

Explosive substances

Nudity

Fireworks

Alcohol and drugs

Drones

Glass object

Drinks in the vehicle

Making noise

Alcoholic drinks in the vehicle

Touching/Feeding animals","1.

Gal Vihara

2.

Royal Palace Complex

3.

Parakrama Samudra

4.

Polonnaruwa Vatadage

5.

Lotus Pond

Hotel pickup and drop-off

English Speaking Driver

Water bottle

OPTIONS - Ruins Guide (20£) Extra Pay

Safari Jeep

Lunch

Entrance fees

Back problems

Insect allergies

Cold

Kidney problems

Recent surgeries

Motion sickness

Animal allergies

Pregnant women

Wheelchair user

Pets

Explosive substances

Nudity

Fireworks

Alcohol and drugs

Drones

Glass object

Drinks in the vehicle

Making noise

Alcoholic drinks in the vehicle

Touching/Feeding animals","Gal Vihara

Royal Palace Complex

Parakrama Samudra

Polonnaruwa Vatadage

Lotus Pond","Welcome to Polonnaruwa, where history comes alive! Step into the past as you explore ancient ruins, temples, and palaces that once served as royal residences. This tour is like a trip back in time, offering a glimpse into the rich cultural heritage of Sri Lanka. Marvel at top attractions like Gal Vihara with its incredible rock-carved Buddhas, the Royal Palace Complex that makes you feel like royalty, the vast Parakrama Samudra reservoir, the intricately carved Polonnaruwa Vatadage, and the historic Lotus Pond.","Below are the locations for your day trip

Include

Exclude

Not Suitable For - [ People with ]

Not Allowed","Description",""
